Risk.group,Strategy,number,risk,screen_detect,cost,advcancer_screen,advcancer_interval
50,3,1,0.018330019436009717,0.5991851458513964,1.5,0.22,0.53
51,3,1,0.01851931768980206,0.5991851458513964,1.5,0.22,0.53
52,3,1,0.018685751165692873,0.5991851458513964,1.5,0.22,0.53
53,3,1,0.01883906666687377,0.5991851458513964,1.5,0.22,0.53
54,3,1,0.018991519709252173,0.5991851458513964,1.5,0.22,0.53
55,3,1,0.01922078367127873,0.5991851458513964,1.5,0.22,0.53
56,3,1,0.01946336864925731,0.5991851458513964,1.5,0.22,0.53
57,3,1,0.01965909476367613,0.5991851458513964,1.5,0.22,0.53
58,3,1,0.01986839432810659,0.5991851458513964,1.5,0.22,0.53
59,3,1,0.020059113494676695,0.5991851458513964,1.5,0.22,0.53
60,3,1,0.020279486826322208,0.5991851458513964,1.5,0.22,0.53
61,3,1,0.02050891167736228,0.5991851458513964,1.5,0.22,0.53
62,3,1,0.020724857185920646,0.5991851458513964,1.5,0.22,0.53
63,3,1,0.02096332308527264,0.5991851458513964,1.5,0.22,0.53
64,3,1,0.02114996852485544,0.5991851458513964,1.5,0.22,0.53
65,3,1,0.021369874102948667,0.5991851458513964,1.5,0.22,0.53
66,3,1,0.02163165821306489,0.5991851458513964,1.5,0.22,0.53
67,3,1,0.021842865144496442,0.5991851458513964,1.5,0.22,0.53
68,3,1,0.022116230029199713,0.5991851458513964,1.5,0.22,0.53
69,3,1,0.02235848215798663,0.5991851458513964,1.5,0.22,0.53
70,3,1,0.022555987859548883,0.5991851458513964,1.5,0.22,0.53
71,3,1,0.022823380475555783,0.5991851458513964,1.5,0.22,0.53
72,3,1,0.02315926395809639,0.5991851458513964,1.5,0.22,0.53
73,3,1,0.02355648270031775,0.5991851458513964,1.5,0.22,0.53
74,3,1,0.02386088411138774,0.5991851458513964,1.5,0.22,0.53
75,3,1,0.02413005245821738,0.5991851458513964,1.5,0.22,0.53
76,3,1,0.02436959053728639,0.5991851458513964,1.5,0.22,0.53
77,3,1,0.024745711106166638,0.5991851458513964,1.5,0.22,0.53
78,3,1,0.025059938595464234,0.5991851458513964,1.5,0.22,0.53
79,3,1,0.025424972892843057,0.5991851458513964,1.5,0.22,0.53
80,3,1,0.02588781624365669,0.5991851458513964,1.5,0.22,0.53
81,3,1,0.026234990952997195,0.5991851458513964,1.5,0.22,0.53
82,3,1,0.02663272091053616,0.5991851458513964,1.5,0.22,0.53
83,3,1,0.02699531989206474,0.5991851458513964,1.5,0.22,0.53
84,3,1,0.02733566578255881,0.5991851458513964,1.5,0.22,0.53
85,3,1,0.027731885006265288,0.5991851458513964,1.5,0.22,0.53
86,3,1,0.028199643483253604,0.5991851458513964,1.5,0.22,0.53
87,3,1,0.02887371480216121,0.5991851458513964,1.5,0.22,0.53
88,3,1,0.02948518723556295,0.5991851458513964,1.5,0.22,0.53
89,3,1,0.030042699902586924,0.5991851458513964,1.5,0.22,0.53
90,3,1,0.030703720484952228,0.5991851458513964,1.5,0.22,0.53
91,3,1,0.03137951598388804,0.5991851458513964,1.5,0.22,0.53
92,3,1,0.03251775678070284,0.5991851458513964,1.5,0.22,0.53
93,3,1,0.03450759842605118,0.5991851458513964,1.5,0.22,0.53
94,3,1,0.036368940129076446,0.5991851458513964,1.5,0.22,0.53
95,3,1,0.039617964658822946,0.5991851458513964,1.5,0.22,0.53
96,3,1,0.046184572414022525,0.5991851458513964,1.5,0.22,0.53
97,3,1,0.05793726276339735,0.5991851458513964,1.5,0.22,0.53
98,3,1,0.07756780552454554,0.5991851458513964,1.5,0.22,0.53
99,3,1,0.10013128073154379,0.5991851458513964,1.5,0.22,0.53
100,3,1,0.1565826613588866,0.5991851458513964,1.5,0.22,0.53
